GPA,No_of_Projects,Internship_Experience,Problem_Solving_Skill,Hackathon_Participation,Communication_Skills,Leadership,Skill_Python,Skill_Java,Skill_SQL,Skill_Design,Preferred_Tech_Track,Career_Path
7.16,5,2,Good,1,Excellent,Good,0,1,0,0,AI,UI/UX Designer
7.45,2,2,Average,3,Average,Good,1,0,1,0,AI,Data Scientist
7.19,1,2,Good,3,Good,Good,0,0,1,1,Web Dev,Data Scientist
7.41,4,3,Good,3,Poor,Poor,0,1,0,1,Data,Software Engineer
8.63,6,0,Poor,1,Good,Excellent,0,1,0,1,AI,UI/UX Designer
7.43,6,1,Excellent,2,Average,Average,0,1,1,1,Cyber,Data Scientist
9.58,0,0,Poor,2,Good,Average,0,0,1,1,Cyber,Cybersecurity Analyst
8.3,6,3,Average,3,Excellent,Good,0,1,1,1,AI,UI/UX Designer
8.11,2,1,Poor,0,Excellent,Average,1,0,1,0,Data,ML Engineer
7.48,0,3,Poor,2,Good,Average,1,0,1,1,Cyber,Cybersecurity Analyst
8.42,2,2,Excellent,1,Average,Good,1,1,0,1,Cyber,Software Engineer
7.65,4,2,Average,2,Excellent,Poor,0,0,1,0,Data,UI/UX Designer
8.07,0,3,Average,3,Poor,Good,1,0,1,1,Data,UI/UX Designer
9.54,3,1,Average,0,Excellent,Good,0,0,1,0,AI,UI/UX Designer
7.94,5,1,Good,2,Average,Good,1,0,0,1,UI/UX,Data Scientist
8.69,5,0,Good,2,Poor,Good,0,1,0,1,Web Dev,Software Engineer
7.58,2,2,Average,3,Good,Good,1,0,1,0,UI/UX,Data Scientist
7.98,6,0,Average,0,Average,Good,0,1,1,1,UI/UX,Cybersecurity Analyst
9.06,3,0,Excellent,0,Average,Good,1,0,0,0,Cyber,Software Engineer
7.62,0,3,Average,3,Average,Good,0,0,0,1,Data,Software Engineer
9.09,3,3,Average,1,Poor,Good,1,1,0,1,Cyber,Cybersecurity Analyst
8.42,3,0,Average,2,Average,Excellent,0,0,0,0,Web Dev,Software Engineer
7.66,6,2,Good,1,Poor,Average,1,0,1,1,AI,Data Scientist
8.38,0,3,Average,2,Average,Average,1,0,0,1,Web Dev,UI/UX Designer
8.58,4,0,Good,2,Poor,Excellent,1,0,1,0,Cyber,ML Engineer
8.37,6,0,Average,1,Good,Average,0,0,1,1,Cyber,Cybersecurity Analyst
7.06,3,0,Excellent,3,Average,Poor,0,0,0,0,Cyber,Cybersecurity Analyst
7.56,3,0,Average,3,Excellent,Good,0,1,0,1,Cyber,UI/UX Designer
7.85,4,0,Good,2,Excellent,Poor,0,1,0,0,UI/UX,Software Engineer
7.96,3,0,Average,3,Average,Average,0,1,0,1,AI,UI/UX Designer
8.37,3,3,Average,2,Good,Excellent,1,0,1,0,UI/UX,Cybersecurity Analyst
8.11,3,2,Good,3,Good,Good,0,0,1,0,Cyber,Data Scientist
7.2,5,0,Average,2,Excellent,Average,1,0,1,1,Data,UI/UX Designer
8.23,6,1,Excellent,3,Good,Excellent,1,1,0,1,UI/UX,ML Engineer
8.37,1,3,Excellent,0,Poor,Excellent,0,0,1,0,Cyber,Data Scientist
8.34,6,3,Excellent,1,Good,Average,1,1,0,1,Cyber,ML Engineer
8.65,4,0,Poor,0,Good,Average,0,0,1,0,AI,Data Scientist
8.5,3,3,Good,1,Good,Good,0,0,0,1,Web Dev,UI/UX Designer
8.28,6,0,Average,1,Average,Good,0,0,1,1,UI/UX,Cybersecurity Analyst
7.96,5,2,Excellent,2,Excellent,Good,1,1,1,0,UI/UX,Data Scientist
7.0,4,2,Good,1,Excellent,Excellent,0,0,0,0,UI/UX,Software Engineer
8.26,2,3,Good,0,Average,Good,0,1,1,1,Cyber,Data Scientist
8.12,6,3,Average,0,Poor,Average,0,0,1,1,AI,Software Engineer
8.16,2,1,Good,3,Average,Good,1,0,0,1,Cyber,Cybersecurity Analyst
7.23,3,3,Poor,0,Good,Average,0,1,0,1,Cyber,Cybersecurity Analyst
7.35,5,1,Good,3,Good,Good,1,0,0,1,Data,UI/UX Designer
8.63,5,2,Average,1,Good,Good,1,0,0,0,AI,ML Engineer
7.98,6,2,Good,0,Average,Poor,0,0,0,1,UI/UX,Data Scientist
8.41,4,0,Good,1,Good,Good,1,0,1,1,Web Dev,ML Engineer
8.02,4,2,Good,0,Average,Average,1,1,0,0,UI/UX,ML Engineer
8.02,5,1,Average,0,Average,Average,0,1,1,0,Cyber,ML Engineer
8.56,4,3,Good,3,Good,Good,0,0,1,0,AI,Data Scientist
7.69,5,0,Average,1,Excellent,Average,0,0,0,1,AI,Software Engineer
8.06,6,1,Average,0,Excellent,Good,1,1,1,0,AI,ML Engineer
7.72,1,3,Poor,2,Excellent,Poor,0,0,1,0,Data,UI/UX Designer
7.74,5,0,Average,1,Average,Good,1,1,0,0,UI/UX,Cybersecurity Analyst
7.81,2,2,Average,1,Average,Good,1,0,1,0,Data,Software Engineer
8.13,4,1,Good,1,Good,Good,1,1,0,1,Web Dev,ML Engineer
7.71,5,3,Poor,3,Excellent,Average,1,1,0,1,Cyber,Cybersecurity Analyst
8.75,5,0,Average,2,Poor,Excellent,1,1,0,1,Data,ML Engineer
7.46,6,0,Excellent,1,Average,Average,0,1,1,0,Data,UI/UX Designer
7.89,4,2,Poor,0,Poor,Poor,0,0,1,0,Cyber,ML Engineer
7.74,1,3,Good,0,Good,Average,1,0,1,0,AI,Data Scientist
8.87,6,2,Good,3,Average,Poor,1,1,1,0,Cyber,ML Engineer
8.12,1,2,Excellent,0,Average,Excellent,0,1,0,0,UI/UX,Software Engineer
8.62,6,3,Good,1,Poor,Average,0,1,1,0,Cyber,Data Scientist
7.11,4,3,Good,0,Average,Good,1,1,0,1,AI,Cybersecurity Analyst
8.16,0,3,Good,1,Excellent,Good,1,0,1,1,Cyber,Data Scientist
8.53,4,1,Average,0,Average,Average,0,1,1,0,Data,Cybersecurity Analyst
8.05,4,3,Good,2,Good,Good,0,1,1,1,Web Dev,Data Scientist
8.64,1,0,Poor,3,Good,Poor,1,1,1,0,Data,Data Scientist
7.69,1,2,Excellent,3,Excellent,Average,0,1,1,0,Web Dev,Data Scientist
8.85,4,1,Average,2,Poor,Poor,0,1,0,1,Cyber,Cybersecurity Analyst
9.38,4,3,Good,2,Excellent,Excellent,1,1,1,0,UI/UX,ML Engineer
7.78,4,1,Average,3,Good,Excellent,1,1,1,1,Cyber,UI/UX Designer
7.73,1,3,Good,2,Excellent,Average,1,0,1,0,AI,Data Scientist
8.87,4,1,Poor,1,Excellent,Average,0,1,1,0,Cyber,Cybersecurity Analyst
8.95,4,2,Excellent,0,Average,Good,1,1,0,1,Web Dev,ML Engineer
7.69,3,2,Good,3,Poor,Average,0,1,1,0,Data,Data Scientist
7.75,0,0,Average,2,Average,Excellent,1,0,0,0,UI/UX,Software Engineer
7.83,2,0,Good,1,Good,Good,1,0,1,0,Cyber,Cybersecurity Analyst
7.19,0,3,Good,3,Average,Average,0,0,0,1,Cyber,Cybersecurity Analyst
7.45,3,2,Good,2,Average,Good,0,1,0,0,Data,Cybersecurity Analyst
7.4,2,1,Average,3,Average,Average,1,1,0,0,UI/UX,Software Engineer
7.54,6,1,Average,2,Poor,Excellent,1,1,0,0,Cyber,Cybersecurity Analyst
7.98,4,1,Average,3,Poor,Excellent,0,0,0,1,Cyber,Cybersecurity Analyst
8.14,3,0,Average,1,Average,Average,1,1,1,1,Web Dev,Software Engineer
8.93,6,1,Excellent,1,Poor,Poor,0,0,0,1,Web Dev,ML Engineer
7.4,4,0,Poor,0,Average,Excellent,0,0,1,1,AI,UI/UX Designer
8.59,1,0,Good,3,Average,Excellent,1,0,0,1,Data,UI/UX Designer
7.87,5,3,Average,0,Average,Poor,0,0,0,0,UI/UX,Software Engineer
7.97,3,1,Good,3,Excellent,Good,0,0,1,1,Cyber,Data Scientist
8.4,1,1,Good,2,Good,Average,0,1,0,1,Cyber,Software Engineer
7.33,3,2,Excellent,2,Average,Average,1,1,0,0,AI,Data Scientist
8.23,3,3,Average,0,Average,Excellent,0,0,0,1,Cyber,UI/UX Designer
8.1,1,2,Average,3,Good,Average,1,1,0,0,Data,Software Engineer
8.3,2,3,Average,0,Excellent,Excellent,1,1,1,1,AI,UI/UX Designer
8.17,0,1,Poor,1,Excellent,Average,1,0,0,0,Data,Data Scientist
9.47,4,0,Average,0,Good,Good,0,0,0,0,AI,ML Engineer
7.62,3,0,Average,0,Poor,Average,0,1,1,1,Cyber,ML Engineer
7.68,4,0,Average,2,Average,Good,1,1,1,1,AI,ML Engineer
7.63,5,0,Good,0,Poor,Good,1,1,0,0,Web Dev,Software Engineer
7.67,1,0,Average,3,Excellent,Average,0,1,0,0,UI/UX,Software Engineer
7.62,4,2,Average,2,Good,Good,1,0,1,0,Cyber,Cybersecurity Analyst
8.71,1,3,Average,0,Good,Average,1,1,0,0,UI/UX,Software Engineer
8.85,4,1,Good,1,Average,Poor,0,0,1,0,Cyber,Data Scientist
7.66,0,2,Excellent,0,Good,Good,1,0,0,0,UI/UX,UI/UX Designer
7.5,0,3,Good,0,Average,Average,0,1,1,0,Web Dev,Data Scientist
8.28,0,0,Good,0,Poor,Good,0,1,1,1,UI/UX,Software Engineer
7.67,0,3,Average,2,Average,Good,1,1,1,0,AI,Cybersecurity Analyst
8.38,0,3,Good,3,Good,Good,0,0,0,1,UI/UX,UI/UX Designer
8.12,0,0,Average,1,Average,Poor,0,0,0,1,Cyber,Cybersecurity Analyst
7.09,1,0,Average,0,Excellent,Average,0,0,0,0,Data,ML Engineer
8.93,3,0,Good,3,Poor,Average,1,0,0,0,UI/UX,Cybersecurity Analyst
9.08,4,1,Excellent,3,Good,Good,1,1,1,1,UI/UX,ML Engineer
7.63,0,0,Poor,2,Good,Good,1,0,1,0,UI/UX,Cybersecurity Analyst
7.77,1,1,Good,1,Average,Good,0,0,1,0,Cyber,Data Scientist
8.17,1,0,Good,2,Good,Poor,0,1,0,1,UI/UX,Software Engineer
8.2,1,1,Poor,3,Good,Average,1,0,0,1,Cyber,Cybersecurity Analyst
8.4,3,3,Average,3,Good,Average,1,0,0,1,Cyber,Cybersecurity Analyst
9.21,4,2,Average,3,Excellent,Poor,0,1,1,0,Data,ML Engineer
7.89,3,3,Average,2,Good,Average,1,0,0,0,AI,Cybersecurity Analyst
7.52,2,3,Average,1,Average,Average,1,0,0,1,Cyber,Cybersecurity Analyst
7.17,6,0,Average,0,Good,Average,1,0,1,0,Web Dev,Cybersecurity Analyst
7.56,1,1,Average,2,Average,Poor,1,0,1,1,UI/UX,UI/UX Designer
7.98,2,2,Good,3,Average,Poor,1,1,0,0,Web Dev,Software Engineer
9.08,5,0,Good,2,Poor,Poor,0,0,1,1,UI/UX,UI/UX Designer
7.69,0,0,Excellent,3,Good,Average,1,1,0,0,Data,Software Engineer
8.13,6,0,Average,0,Good,Average,1,0,1,1,Cyber,ML Engineer
7.99,0,3,Good,0,Average,Good,0,1,1,0,AI,Data Scientist
8.71,3,1,Excellent,1,Good,Poor,0,1,1,0,Cyber,Data Scientist
9.52,6,1,Good,3,Excellent,Average,0,1,0,1,UI/UX,Software Engineer
7.68,4,2,Average,1,Poor,Average,0,0,0,0,AI,Software Engineer
7.71,2,1,Good,1,Average,Average,1,0,0,0,Cyber,Cybersecurity Analyst
8.63,4,1,Average,0,Good,Poor,1,0,1,1,AI,ML Engineer
8.41,3,0,Average,2,Average,Average,1,1,1,0,UI/UX,Software Engineer
9.11,0,0,Good,2,Good,Good,1,0,1,0,Data,Software Engineer
8.35,6,3,Good,1,Poor,Average,0,0,1,0,Data,Data Scientist
7.78,4,0,Poor,0,Average,Poor,0,0,0,1,Cyber,ML Engineer
8.35,4,0,Excellent,3,Good,Excellent,1,0,0,1,Web Dev,ML Engineer
8.67,0,0,Good,2,Good,Average,1,1,0,1,UI/UX,Software Engineer
8.49,6,0,Average,1,Good,Average,1,1,1,1,Cyber,ML Engineer
8.3,2,3,Excellent,2,Excellent,Excellent,1,0,1,1,Cyber,Data Scientist
8.64,0,0,Average,2,Good,Good,0,0,0,0,Data,Software Engineer
8.7,4,2,Excellent,3,Good,Average,1,0,1,0,AI,ML Engineer
8.83,2,2,Good,0,Poor,Average,0,1,0,1,UI/UX,Software Engineer
8.39,2,2,Poor,3,Good,Average,0,0,1,0,AI,Software Engineer
7.9,0,2,Good,0,Poor,Poor,0,1,1,0,UI/UX,Data Scientist
8.09,4,0,Good,2,Good,Good,0,1,0,0,Web Dev,Software Engineer
8.72,3,2,Good,1,Average,Poor,1,0,0,0,Data,Data Scientist
7.51,4,0,Excellent,3,Good,Average,1,0,1,1,Web Dev,UI/UX Designer
8.22,1,3,Good,0,Average,Excellent,1,0,0,1,Cyber,Software Engineer
7.76,6,2,Good,2,Good,Excellent,1,1,0,0,Data,Software Engineer
8.02,5,1,Excellent,0,Excellent,Average,0,1,1,0,Cyber,Data Scientist
8.77,3,2,Good,0,Average,Good,0,0,1,1,Web Dev,Data Scientist
8.11,2,2,Average,0,Excellent,Average,0,1,1,0,UI/UX,UI/UX Designer
8.03,3,0,Excellent,2,Average,Excellent,1,0,0,0,Cyber,Cybersecurity Analyst
7.18,6,2,Average,1,Good,Average,0,0,1,0,AI,Cybersecurity Analyst
8.45,2,1,Good,1,Excellent,Poor,0,1,1,1,UI/UX,Data Scientist
8.39,6,0,Excellent,1,Average,Average,0,1,1,1,UI/UX,Software Engineer
9.3,2,0,Good,0,Excellent,Average,0,1,1,0,Web Dev,Software Engineer
7.82,3,3,Good,2,Poor,Average,1,1,1,0,Web Dev,Data Scientist
8.13,2,3,Good,0,Poor,Good,0,0,0,0,Data,Cybersecurity Analyst
8.15,2,2,Average,1,Excellent,Good,0,0,1,0,Data,Cybersecurity Analyst
8.95,1,3,Excellent,1,Poor,Average,1,0,1,0,AI,Data Scientist
7.94,4,3,Average,2,Excellent,Average,1,1,0,0,UI/UX,Cybersecurity Analyst
8.17,4,3,Poor,0,Excellent,Poor,1,0,1,1,AI,ML Engineer
8.36,5,0,Average,3,Poor,Excellent,0,1,1,1,AI,UI/UX Designer
8.11,5,0,Good,3,Good,Excellent,0,1,0,0,Web Dev,Software Engineer
7.73,1,0,Good,1,Average,Excellent,0,1,1,1,AI,Software Engineer
8.12,5,3,Good,2,Average,Excellent,0,0,0,0,AI,Data Scientist
8.64,6,0,Average,0,Poor,Average,1,1,1,0,Cyber,ML Engineer
7.38,3,3,Average,0,Average,Poor,0,1,0,1,Data,ML Engineer
8.08,0,0,Poor,1,Average,Good,0,1,0,1,Data,Cybersecurity Analyst
7.58,6,0,Average,1,Average,Excellent,1,1,1,0,UI/UX,Cybersecurity Analyst
8.72,0,1,Good,0,Excellent,Average,1,1,0,0,Data,Software Engineer
7.09,0,2,Poor,0,Good,Poor,1,1,0,1,UI/UX,Software Engineer
7.66,1,3,Average,1,Good,Good,0,1,1,1,Cyber,UI/UX Designer
8.23,6,1,Average,0,Good,Poor,0,1,1,0,Data,Data Scientist
8.94,1,0,Poor,3,Good,Average,0,1,0,0,Cyber,Cybersecurity Analyst
7.96,2,3,Average,1,Average,Good,0,1,1,0,Data,Data Scientist
7.67,0,0,Average,0,Good,Average,0,1,0,1,Data,ML Engineer
9.13,3,2,Good,1,Excellent,Poor,1,1,0,0,Cyber,Software Engineer
7.13,5,1,Good,2,Average,Good,1,0,1,1,AI,Data Scientist
6.68,3,2,Good,1,Good,Good,0,0,1,0,AI,Data Scientist
8.26,5,1,Excellent,1,Good,Excellent,0,1,0,1,AI,UI/UX Designer
7.7,0,0,Average,2,Excellent,Average,0,1,1,1,AI,Cybersecurity Analyst
7.39,0,2,Good,3,Good,Poor,0,1,1,1,Data,Data Scientist
8.43,0,2,Excellent,0,Average,Good,0,0,0,1,Web Dev,Data Scientist
8.15,1,0,Average,2,Average,Good,1,0,0,0,Cyber,Cybersecurity Analyst
7.66,6,2,Excellent,1,Poor,Average,1,0,0,1,Web Dev,UI/UX Designer
7.23,5,3,Poor,0,Good,Good,1,1,0,1,Web Dev,UI/UX Designer
8.52,6,1,Average,2,Poor,Average,0,1,0,1,UI/UX,Data Scientist
8.39,1,1,Poor,0,Excellent,Average,0,1,0,0,AI,ML Engineer
7.94,1,1,Good,0,Poor,Poor,1,1,1,0,Data,Data Scientist
9.11,4,3,Good,2,Average,Average,1,0,0,0,AI,ML Engineer
7.36,3,1,Good,0,Average,Average,0,1,1,0,AI,Data Scientist
7.08,3,0,Average,3,Good,Good,1,0,1,0,Web Dev,Software Engineer
7.58,2,2,Average,2,Poor,Good,1,0,0,0,UI/UX,Cybersecurity Analyst
7.97,1,3,Poor,3,Average,Excellent,0,1,1,1,AI,Data Scientist
8.15,5,1,Average,1,Average,Poor,1,0,0,1,Cyber,ML Engineer
7.86,4,0,Excellent,0,Average,Poor,1,0,1,1,Cyber,UI/UX Designer
8.21,4,2,Average,1,Poor,Poor,1,0,0,0,AI,ML Engineer
7.25,6,2,Good,1,Good,Poor,0,0,0,1,Web Dev,Software Engineer
8.87,3,3,Good,0,Good,Good,1,1,0,1,Web Dev,UI/UX Designer
7.95,1,3,Average,2,Poor,Good,1,1,0,0,Data,Software Engineer
8.67,2,3,Good,0,Good,Good,1,0,1,1,UI/UX,Data Scientist
8.21,1,0,Poor,1,Excellent,Average,0,1,1,0,Web Dev,Software Engineer
8.27,6,0,Poor,1,Good,Average,0,0,1,1,Data,UI/UX Designer
8.34,0,3,Poor,2,Good,Average,1,1,1,0,Cyber,Cybersecurity Analyst
8.27,1,1,Good,0,Excellent,Poor,0,1,1,0,Cyber,Data Scientist
8.39,6,2,Average,1,Excellent,Good,1,1,0,0,Cyber,ML Engineer
8.8,0,2,Good,3,Good,Excellent,0,1,0,1,AI,UI/UX Designer
8.12,0,0,Good,1,Average,Average,0,1,0,1,UI/UX,Software Engineer
8.43,2,2,Average,1,Good,Good,1,0,0,0,Data,Software Engineer
7.95,5,1,Good,2,Good,Good,1,1,0,0,UI/UX,Software Engineer
8.86,3,2,Good,3,Average,Poor,1,0,1,1,AI,Data Scientist
7.59,1,0,Poor,1,Average,Good,0,0,0,1,Data,UI/UX Designer
9.08,0,0,Average,1,Good,Average,1,1,0,0,Data,Software Engineer
7.98,1,1,Good,3,Good,Poor,0,0,1,1,Web Dev,Data Scientist
7.14,5,1,Average,0,Average,Good,0,1,1,1,UI/UX,ML Engineer
8.08,3,2,Good,0,Good,Excellent,1,0,0,1,UI/UX,UI/UX Designer
7.59,5,2,Average,1,Poor,Average,0,0,0,0,Web Dev,Software Engineer
8.5,3,0,Average,1,Average,Average,1,1,1,0,Cyber,Cybersecurity Analyst
7.61,4,1,Average,0,Good,Excellent,0,1,0,1,AI,UI/UX Designer
7.73,3,1,Average,2,Average,Good,1,1,0,0,UI/UX,Data Scientist
6.87,2,1,Good,3,Average,Good,0,1,0,1,Web Dev,Data Scientist
7.73,5,2,Average,3,Excellent,Average,0,0,1,1,Data,Cybersecurity Analyst
6.55,0,1,Good,2,Average,Excellent,1,1,0,0,Web Dev,ML Engineer
7.05,4,0,Excellent,2,Average,Average,0,0,0,0,Cyber,Cybersecurity Analyst
8.46,2,0,Good,2,Excellent,Good,1,0,1,0,AI,ML Engineer
8.47,1,2,Good,2,Good,Poor,0,0,1,1,Cyber,Data Scientist
8.26,5,3,Average,2,Good,Good,0,0,1,1,Data,UI/UX Designer
7.42,6,2,Average,2,Excellent,Average,0,0,0,0,Data,Software Engineer
7.97,6,3,Good,3,Poor,Average,1,0,1,0,Data,Data Scientist
8.0,0,1,Average,2,Good,Average,1,1,0,0,Data,Software Engineer
7.3,3,2,Good,0,Good,Average,1,0,1,1,Web Dev,Data Scientist
8.9,0,0,Average,2,Good,Good,1,0,0,1,Data,UI/UX Designer
8.53,6,1,Good,2,Good,Excellent,1,0,1,1,Data,ML Engineer
7.87,1,0,Excellent,3,Good,Excellent,0,1,0,0,Web Dev,Software Engineer
8.02,4,1,Excellent,3,Average,Average,0,1,0,0,Data,Software Engineer
8.13,4,2,Good,2,Average,Good,1,0,1,1,Cyber,ML Engineer
6.77,5,3,Good,3,Good,Good,0,1,1,0,Cyber,Data Scientist
7.85,4,1,Good,1,Good,Average,0,0,0,0,UI/UX,Software Engineer
7.59,5,3,Good,3,Good,Poor,0,1,1,0,Cyber,Data Scientist
7.4,5,1,Poor,3,Average,Good,0,0,0,0,AI,ML Engineer
7.83,5,0,Average,3,Good,Excellent,1,1,1,1,AI,UI/UX Designer
9.08,6,0,Average,3,Good,Good,0,1,1,0,AI,Data Scientist
8.38,6,1,Excellent,0,Good,Average,1,1,0,1,Web Dev,ML Engineer
7.66,3,3,Average,0,Good,Good,1,0,1,1,Cyber,UI/UX Designer
8.34,2,2,Good,0,Excellent,Average,0,0,1,0,AI,Data Scientist
